Price,Close,High,Low,Open,Volume
Ticker,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS
Date,,,,,
2022-01-03,218.56893920898438,219.05812664224425,211.32897116826456,216.41651748840408,19062825
2022-01-04,221.40623474121094,223.31406274052566,216.22084497549255,219.44948501292592,32469988
2022-01-05,218.66677856445312,221.65082483711367,218.1775911403716,221.50405965259995,17271276
2022-01-06,223.50973510742188,224.8305471477851,214.753283044229,216.66111104678586,27537005
2022-01-07,224.83055114746094,227.81459752701517,222.18894194855667,225.31973858906602,34595209
2022-01-10,226.73837280273438,228.40160707161914,225.4175607760466,225.95566993243108,22061859
2022-01-11,228.05917358398438,231.58131393345158,226.78728334855947,227.96133013171521,25489182
2022-01-12,232.60862731933594,234.46753361660762,229.42890896481293,229.8202529446125,32665403
2022-01-13,239.99534606933594,241.36506484431217,231.38564467698734,233.8315817243128,50250827
2022-01-14,239.11480712890625,243.1261499814135,237.25590088729487,238.4299477203555,36940487
2022-01-17,242.49020385742188,243.85992262682893,239.7018296632822,240.5823610252132,25339181
2022-01-18,233.929443359375,245.18075465155508,232.65755301014792,244.5937237430453,30408196
2022-01-19,243.12615966796875,244.3002065478054,230.94539529813352,233.83159823196996,36751594
2022-01-20,243.27291870117188,246.69723093263957,239.84860646970415,244.59373081912176,35990609
2022-01-21,236.71778869628906,245.37641197050647,233.39132022384337,240.48453778819498,35507032
2022-01-24,224.58595275878906,238.57671628366901,221.69974989907004,237.2559042472611,43279408
2022-01-25,233.63592529296875,235.64159679100067,218.1775991394759,221.35731751258484,39449718
2022-01-27,235.83724975585938,237.10913998825635,227.47214218646513,230.40726660177435,35920383
2022-01-28,238.7723846435547,244.5937120034743,237.5983378117011,239.40832232323754,34523855
2022-01-31,240.72914123535156,244.1534533014908,239.99536007832174,242.58804752830082,24939671
2022-02-01,244.44696044921875,250.8553037266143,239.50616450723257,244.10452328270685,74185275
2022-02-02,245.18075561523438,249.48559919850564,243.85994353030404,246.45263104064438,25162901
2022-02-03,247.382080078125,248.8985491114037,243.90884646915285,245.13181499845186,27724870
2022-02-04,248.8496551513672,252.32287401070664,247.52884310005794,248.31154598495172,39309420
2022-02-07,246.35479736328125,251.14884322466068,245.13182876529913,249.97478142754514,32770930
2022-02-08,229.77134704589844,248.11587608632627,227.5700035610471,247.03965774442813,82053977
2022-02-09,232.8532257080078,233.73375714462088,227.57000723069714,231.58133535493192,35604075
2022-02-10,236.08184814453125,239.21264459725998,229.03755239368783,233.34239565008795,55153254
2022-02-11,227.2764892578125,236.81564440698375,225.22189602338767,234.80997290267683,36050888
2022-02-14,215.73165893554688,221.94434533446875,211.3289720184949,221.11272072305485,38301829
2022-02-15,225.4175567626953,226.73836876586725,214.0684175962129,217.93299522156173,36314556
2022-02-16,226.34703063964844,231.77699918895846,225.12406206028749,228.35268716674784,35144286
2022-02-17,222.8248748779297,228.79296750919414,222.09109373124056,228.30378007806806,23381354
2022-02-18,220.86813354492188,225.02622686747299,219.7919151840292,222.0911021692016,18717812
2022-02-21,220.13433837890625,222.72702572606502,217.4438075764974,219.15596354166667,24657963
2022-02-22,217.83514404296875,219.98758055387094,212.60084780116688,213.2857071779018,29360421
2022-02-23,216.41651916503906,221.8954244315224,215.58490947934402,221.11272154647966,23583042
2022-02-24,199.88198852539062,211.4757217543204,198.85469192819033,208.39384689153525,60097152
2022-02-25,215.24246215820312,216.51435242035552,205.0184481914515,205.4587138782848,52157687
2022-02-28,218.2265167236328,219.49840703447657,209.47006466364866,212.79653323464092,35508015
2022-03-02,220.52569580078125,222.33569533166337,213.67707152213814,215.24247732878302,28297089
2022-03-03,221.6997528076172,225.56433058091207,221.01487845156686,224.047846537797,22429798
2022-03-04,216.66111755371094,221.552992029653,216.02517984336492,220.13435141739302,22427429
2022-03-07,211.52464294433594,214.94895497373162,207.66006521120968,212.3073458225324,23498823
2022-03-08,222.04217529296875,222.87379990973378,209.9592545223784,210.3505985015526,41105290
2022-03-09,224.2924346923828,226.2002626669257,221.40623186640096,224.14568443619316,25437632
2022-03-10,227.22756958007812,230.74972517695778,224.92838260311277,229.9181005438896,25462569
2022-03-11,228.1080780029297,229.18429625140988,225.31971878810955,226.88510950639068,18163055
2022-03-14,226.54269409179688,229.5756470970589,225.56431926516748,228.05917805883544,12074559
2022-03-15,222.48243713378906,228.2548577635558,220.42785888562037,226.93404573137798,16150855
2022-03-16,225.4664764404297,226.68944497713068,224.09675765085066,225.02621075298038,12428032
2022-03-17,226.73837280273438,228.89079449945677,226.2981071034436,228.54837225725976,16453329
2022-03-21,223.02053833007812,228.35267813953922,222.4335223924801,227.91241245413693,12356508
2022-03-22,226.39593505859375,226.88512248519297,221.406232264571,224.14568483928974,14893566
2022-03-23,229.2332305908203,232.31510540015597,226.6405282782028,227.32540261700225,29507641
2022-03-24,234.32078552246094,235.78834785349932,227.91242702449682,228.9397236419869,31525902
2022-03-25,236.13076782226562,239.01697054381435,234.02725301049526,234.80995584908854,24286187
2022-03-28,234.4186248779297,238.72346833540243,232.31510994965205,237.30482775933635,14835527
2022-03-29,233.929443359375,239.60400580716072,233.34241245086523,238.3321303867498,20061075
2022-03-30,236.4731903076172,239.60398673657832,232.60861276583012,235.73940919479125,22893839
2022-03-31,233.48915100097656,237.64724409602428,232.51077615508297,237.64724409602428,13956014
2022-04-01,240.14210510253906,241.0226514290664,231.97268402300898,232.51077825004646,25666798
2022-04-04,246.5015411376953,248.06694687345066,240.7780572070218,241.80533885924478,39380622
2022-04-05,267.683349609375,269.29766204794583,246.64829153841828,248.36044742791475,94568156
2022-04-06,283.53302001953125,290.0881434675847,267.1941779141818,269.98255221246217,227551020
2022-04-07,271.79254150390625,291.6046336828153,270.031478586612,286.02791453962817,151174247
2022-04-08,272.0860290527344,276.6843725494542,267.145218557934,274.8254664610939,64353330
2022-04-11,276.7822570800781,282.2122557650234,274.28741299350384,274.92335071580385,47972951
2022-04-12,269.1998291015625,277.22251466845375,265.72661039039167,277.22251466845375,44771140
2022-04-13,267.1941833496094,274.2384645090773,266.4114655379141,272.5752451422841,31460232
2022-04-18,252.32286071777344,262.1066089414764,246.5504552373147,262.1066089414764,89819229
2022-04-19,241.12046813964844,256.3341993704921,237.25589063871888,254.86663716035574,53483065
2022-04-20,244.25128173828125,249.1920778461535,241.21832858100876,244.59371891629038,41573598
2022-04-21,253.25233459472656,254.57314660697637,245.27857065084632,247.52883578006453,40617734
2022-04-22,247.62667846679688,253.39908406272275,246.843975607481,252.42070922078173,30569068
2022-04-25,242.0010223388672,246.11019367589708,239.40832005886344,242.6369600125352,24620801
2022-04-26,243.46859741210938,246.01236316948928,242.68589451414013,245.7188477166488,17965504
2022-04-27,242.0010223388672,249.73017759354684,240.19102291563468,242.44128803054625,32027943
2022-04-28,242.88156127929688,245.47424871115481,239.11481206134442,245.47424871115481,20911099
2022-04-29,237.10914611816406,247.72450407067905,235.64158387256902,245.47423897500363,26234765
2022-05-02,243.12615966796875,244.2512848176422,233.2445673276436,234.8099731199698,26535475
2022-05-04,239.6529083251953,248.7028753781709,237.5983301677547,244.44695388352,30780217
2022-05-05,242.14776611328125,245.8655933868441,239.65290735544204,243.5664066057577,24304759
2022-05-06,239.8975067138672,241.65858440378742,235.4458982259291,237.74508506121595,28044381
2022-05-09,225.02621459960938,231.38565109916357,218.22651240507992,229.91808883003566,60959066
2022-05-10,217.34596252441406,229.4288976470761,215.8784002793368,224.97728918457878,30274946
2022-05-11,221.60191345214844,224.8305535875456,214.75328919534914,217.9819293307463,35097575
2022-05-12,214.31300354003906,222.14000196247324,212.3562539344305,220.9170334589679,29320356
2022-05-13,217.98191833496094,224.2435113680796,216.5143560682473,220.13434000704453,33108597
2022-05-16,221.6997528076172,222.72703448406094,215.73166009425432,220.03650357585596,22192986
2022-05-17,235.93508911132812,237.2559011303843,222.92271554908518,223.99891892682035,34735919
2022-05-18,232.55970764160156,238.08753471014322,231.38566076302806,238.08753471014322,25004758
2022-05-19,223.50973510742188,227.56999975780263,221.4551568465205,224.53703170228042,23697546
2022-05-20,228.2059326171875,230.89646344118435,225.2708080819182,227.4721514833702,18294157
2022-05-23,224.83055114746094,230.79862897775342,223.80325453432707,229.86917582446694,16642801
2022-05-24,222.0911102294922,226.39595397166488,219.88976662589587,225.2219070355102,17636195
2022-05-25,216.1230010986328,224.92837485884752,215.24246969413758,224.04784345435232,16194564
2022-05-26,216.66111755371094,219.44949197652437,205.65439998284128,218.12867989649357,34963419
2022-05-27,219.79188537597656,221.89540008174995,217.88405756660194,220.8191818668134,16159280
2022-05-30,228.2059326171875,228.8418702949697,222.0910898353765,222.97162122443112,19674867
2022-05-31,230.06483459472656,232.46186486389948,226.29810046811141,227.8634912340033,21535025
2022-06-01,227.71673583984375,231.09212593097644,225.56431425483268,228.54836039553237,14805104
2022-06-02,229.13539123535156,230.79862552617206,226.29811008799982,226.98296951024173,13296442
2022-06-03,226.0535125732422,231.72808970143063,225.22188797739503,231.1899805469893,11433422
2022-06-06,227.22756958007812,228.54838166111205,222.62921055496358,226.00460096016383,11689465
2022-06-07,229.67349243164062,230.4072735576203,224.78161825844273,225.90674334675217,14994271
2022-06-08,227.96133422851562,231.2878026620409,226.102428032513,230.84753697654713,13235033
2022-06-09,228.01025390625,229.62456638148998,226.3959265021951,226.98295736345415,10241164
2022-06-10,225.27081298828125,227.37431297951198,224.04784440528297,226.39593811311337,9619461
2022-06-13,214.75328063964844,221.45515436689945,214.16624975521202,218.61785833054415,19190225
2022-06-14,215.63380432128906,219.54730360065048,210.008149107207,210.057070833962,16235651
2022-06-15,215.9296875,219.2334818874748,215.28865995535037,217.95141174987407,11820899
2022-06-16,206.90589904785156,220.2196721484978,206.11693170630133,219.33207824614115,22486470
2022-06-17,207.3990020751953,210.9986458256764,204.1938344719476,206.90589936700337,20447908
2022-06-20,192.21142578125,209.9631229203483,187.37902535714883,208.87830601305015,46007687
2022-06-21,201.72833251953125,204.88418702359178,189.84455355976615,195.07144557652646,40390379
2022-06-22,198.52316284179688,201.77764388149214,196.2548872657486,200.89004993522917,19099052
2022-06-23,200.150390625,202.07348821936836,195.90970423209748,198.5231576716808,20176334
2022-06-24,205.0321044921875,205.87038513360872,200.89004466323132,202.07348817889013,16789270
2022-06-27,205.27865600585938,208.68107680734826,204.785553286606,207.00451552324617,18526023
2022-06-28,205.77175903320312,206.2648617531948,202.0734886332656,203.25694719988624,13321760
2022-06-29,204.44039916992188,206.8072863044104,202.9117776650932,203.2569556026776,12179447
2022-06-30,199.41073608398438,206.36348741515883,198.6217687257836,204.44038982525117,16161389
2022-07-01,204.14453125,204.78555878291382,197.83282229347506,199.90384474094364,15807993
2022-07-04,208.53314208984375,209.8645254838832,204.3417688731358,204.8348716045132,14714951
2022-07-05,209.86453247070312,214.10521911139017,209.07556506457271,211.54107880354175,18209477
2022-07-06,211.04795837402344,211.7876124337455,207.20176328278896,209.56865025457935,13022748
2022-07-07,211.5903778076172,213.3162373084162,209.3714155923042,212.97105938893614,14827327
2022-07-08,217.01449584960938,217.80346315952818,211.78760435073454,214.6969071982791,17940782
2022-07-11,217.70484924316406,218.83897947131666,215.28864894299065,215.9789897361401,14996210
2022-07-12,218.4445037841797,221.10725544818675,216.07761676024023,216.8172708362589,14294272
2022-07-13,217.70484924316406,220.17036282462684,216.81727037315773,218.93760603389543,11090495
2022-07-14,218.29656982421875,220.17035405215108,216.12690592033914,219.8251761451793,11027964
2022-07-15,221.89622497558594,223.0796684991289,218.5924307177402,218.8389820788242,13191940
2022-07-18,224.65760803222656,225.74242501520735,222.38933245210143,223.8193273672995,11035599
2022-07-19,224.85484313964844,226.33415131819874,223.3755349610981,223.52345975963274,7716506
2022-07-20,224.46035766601562,227.41897390037454,223.6713903271932,226.82724463418262,10163009
2022-07-21,226.92587280273438,227.71482509884729,223.3755272770244,223.57276535105262,11218003
2022-07-22,227.66554260253906,230.7720838660304,227.02450000726364,227.02450000726364,12459803
2022-07-25,229.2927703857422,230.13105104948363,226.33415399366808,228.20793835599454,10169772
2022-07-26,223.03036499023438,230.27898134305147,221.9948612669475,229.7858785992762,11541475
2022-07-27,214.99278259277344,220.86070186030142,212.52726903092972,217.85277230519196,33675845
2022-07-28,215.1407012939453,218.3951821130657,213.9079445479376,217.35966343675918,22716582
2022-07-29,218.8389892578125,219.57864336532873,215.83107459255427,217.16244295710268,19006987
2022-08-01,227.17242431640625,228.060003174305,218.54312689900013,219.2334676827325,22010178
2022-08-02,229.44068908691406,230.37759629147308,224.06587246051586,226.82725069604086,20231195
2022-08-03,229.2927703857422,234.02655962272095,227.8627754725666,228.79966765372984,25614730
2022-08-04,224.50967407226562,231.56105236395177,222.19210019672107,230.57484687266435,20979139
2022-08-05,228.89830017089844,230.03243046469422,224.55898698738523,225.49587919290803,33228441
2022-08-08,225.1013946533203,229.63794575656303,224.55897864449548,228.84897838448157,11852419
2022-08-10,225.3479461669922,227.22173050967305,224.0165627851972,226.33415162067706,11392194
2022-08-11,226.2355194091797,228.15863203450533,225.2000157472974,226.72862212371436,9195356
2022-08-12,229.1941375732422,232.44861852548175,225.44656895073072,226.8272505434138,23305682
2022-08-16,232.74447631835938,234.22378443055234,228.2079254216475,230.42688758993697,18790189
2022-08-17,234.02655029296875,238.46447470415666,233.33620950533296,235.1606805120632,23760210
2022-08-18,234.66757202148438,236.4920580315908,232.64584794095293,233.6813666210593,15238636
2022-08-19,229.44068908691406,238.56308938664614,228.7996615716586,235.55517483996968,23097652
2022-08-22,221.0579376220703,229.440683644608,219.77588262196957,229.440683644608,20956719
2022-08-23,228.2572479248047,228.8982904949708,218.59243152496194,219.67726353705788,19119958
2022-08-24,226.43276977539062,229.58862410030991,224.36173238025273,227.76413805943605,14521061
2022-08-25,226.1369171142578,229.9831124251071,225.49587453024878,227.41898723397466,13814880
2022-08-26,231.85691833496094,233.13897344225893,227.66554497323628,227.8134697784471,19400636
2022-08-29,229.44068908691406,230.47620780627352,223.96726094571542,224.01655917896525,14098344
2022-08-30,233.68138122558594,234.22379723937945,230.77207812216753,230.77207812216753,13418819
2022-09-01,233.9279327392578,236.93586241010777,231.16655443407916,231.8075970138052,14693953
2022-09-02,231.9555206298828,236.19620710744283,231.21586653664448,235.16068836724895,12347290
2022-09-05,233.18826293945312,235.11136045252843,231.95550619410994,232.20205754317857,10500643
2022-09-06,243.93792724609375,244.57895477760167,233.92793276956203,234.3717222181676,61475311
2022-09-07,243.54344177246094,247.68550180424592,241.81758217185876,243.54344177246094,30474615
2022-09-08,241.52169799804688,246.6499781497549,240.23964300842013,246.1075621665973,14951235
2022-09-09,239.0068817138672,243.59273074707306,237.87273648910121,243.09962805325307,12290186
2022-09-12,239.45068359375,241.81757062797917,238.36585159155283,240.33826246951074,10322525
2022-09-13,237.72482299804688,241.521704891926,236.7386175635379,240.53549945741702,13871114
2022-09-14,238.16860961914062,240.78204797038242,233.38550729898054,234.1744746469235,24228696
2022-09-15,242.01480102539062,243.49410913691085,236.59067128314976,239.00688657060638,19214950
2022-09-16,233.04034423828125,244.3323933110067,229.44068541884616,243.4941126829505,58044047
2022-09-19,229.1448516845703,234.66759340112586,228.7010471753056,234.2238039401627,14016637
2022-09-20,232.0048370361328,234.22379934572388,230.92000499879,231.75828566840048,10376536
2022-09-21,228.0106964111328,233.3362148556509,227.17243080988985,232.25138284427658,14179308
2022-09-22,228.45448303222656,230.27896910656676,224.31242321427396,225.9396712112451,19648230
2022-09-23,221.4031219482422,229.14484069492866,220.46622978707458,228.06000868833408,16143866
2022-09-26,212.3300323486328,220.4662271560946,209.5686541315917,219.726573082689,22684799
2022-09-27,214.49969482421875,216.8172837531344,211.49176505955214,214.30245673519013,14097631
2022-09-28,210.94932556152344,213.8586434821806,209.81519538954853,212.03415750295153,12102060
2022-09-29,209.3220977783203,214.99277887243264,207.59623831489483,213.16829284891986,18736174
2022-09-30,213.5134735107422,214.10520278228614,207.3496896334113,209.27278719347842,13008102
2022-10-03,210.20968627929688,214.99278874547767,208.87831794678024,213.5134805660363,10864491
2022-10-04,216.02830505371094,216.9158839320836,213.21761352502955,213.80934280947852,11173725
2022-10-06,218.64175415039062,220.17037566974005,217.21175919937403,217.95141331696553,10571565
